id_poliza,id_asegurado,numero_poliza,ramo,fecha_inicio_vigencia,fecha_fin_vigencia,monto_asegurado,suma_asegurada,prima,deducible,canal_venta,ciudad,tipo_cobertura,estado_poliza
pol-4dd4c613,ase-6f12f5c5,POL-E7E920D5D1FF,VEHICULOS,2026-04-05T09:47:46.544305+00:00,2027-04-05T09:47:46.544305+00:00,31356.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-77915d6b,ase-9c6c75fc,POL-0BCE4AAFA24D,VEHICULOS,2026-05-22T09:47:46.544305+00:00,2027-05-22T09:47:46.544305+00:00,44529.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-b668217c,ase-545ef3ef,POL-E9DB5C5881A3,VEHICULOS,2026-02-28T09:47:46.544305+00:00,2027-02-28T09:47:46.544305+00:00,43500.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-2dd187fa,ase-25910297,POL-75391E64F677,VEHICULOS,2026-04-27T09:47:46.544305+00:00,2027-04-27T09:47:46.544305+00:00,12179.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-4b0806bb,ase-3e10613a,POL-C23F15ADE4DA,VEHICULOS,2026-03-03T09:47:46.544305+00:00,2027-03-03T09:47:46.544305+00:00,17832.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-5d42ba28,ase-a5f96933,POL-226C0CF35E84,VEHICULOS,2026-03-15T09:47:46.544305+00:00,2027-03-15T09:47:46.544305+00:00,44381.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-42077741,ase-32af202f,POL-A13DD7F4AB0E,VEHICULOS,2026-05-16T09:47:46.54532+00:00,2027-05-16T09:47:46.54532+00:00,16918.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-cfac2089,ase-361cf53a,POL-7E712F5C996C,VEHICULOS,2026-05-15T09:47:46.54532+00:00,2027-05-15T09:47:46.54532+00:00,28770.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-5e0858c5,ase-4ad1dd95,POL-4B513D58C3D3,VEHICULOS,2026-04-28T09:47:46.54532+00:00,2027-04-28T09:47:46.54532+00:00,41933.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-ba1e18ee,ase-773fb15c,POL-81AA5077D7BA,VEHICULOS,2026-04-24T09:47:46.54532+00:00,2027-04-24T09:47:46.54532+00:00,42426.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-7b9d5fa7,ase-6d9a0ecd,POL-A1CAF0FCE100,VEHICULOS,2026-05-15T09:47:46.54532+00:00,2027-05-15T09:47:46.54532+00:00,23449.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-e1a572c3,ase-ab2c5ca4,POL-557512A27254,VEHICULOS,2026-04-20T09:47:46.54532+00:00,2027-04-20T09:47:46.54532+00:00,35607.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-0f1d7bcb,ase-f62ab778,POL-C53827247DB2,VEHICULOS,2026-04-17T09:47:46.54532+00:00,2027-04-17T09:47:46.54532+00:00,39918.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-a37e61de,ase-be4b0a5f,POL-F9AF35BB9CCF,VEHICULOS,2026-05-13T09:47:46.54532+00:00,2027-05-13T09:47:46.54532+00:00,18225.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-4a5be29a,ase-6f46e6bb,POL-3ABBAABC65A8,VEHICULOS,2026-05-26T09:47:46.54532+00:00,2027-05-26T09:47:46.54532+00:00,21069.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-e9fa1198,ase-b4d69f4d,POL-B3C45AF71E28,VEHICULOS,2026-03-06T09:47:46.54532+00:00,2027-03-06T09:47:46.54532+00:00,23174.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-99c3c1ab,ase-cf5ad489,POL-4A91C33F6E78,VEHICULOS,2026-04-12T09:47:46.54532+00:00,2027-04-12T09:47:46.54532+00:00,40686.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-4e07948e,ase-8756dd0d,POL-4991014A3BD6,VEHICULOS,2026-04-23T09:47:46.54532+00:00,2027-04-23T09:47:46.54532+00:00,18091.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-7bd3154f,ase-894b76d8,POL-C4E8B056BB57,VEHICULOS,2026-04-14T09:47:46.54532+00:00,2027-04-14T09:47:46.54532+00:00,23984.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-c112c91b,ase-0b049f0b,POL-E7ADD68FAECA,VEHICULOS,2026-04-06T09:47:46.54532+00:00,2027-04-06T09:47:46.54532+00:00,38230.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-62a40378,ase-c7752678,POL-CFAD2E0D01F9,VEHICULOS,2026-04-23T09:47:46.54532+00:00,2027-04-23T09:47:46.54532+00:00,37278.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-49910ba4,ase-15391f11,POL-E306ACBFAE79,VEHICULOS,2026-03-27T09:47:46.54532+00:00,2027-03-27T09:47:46.54532+00:00,39639.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-c740bd80,ase-56ea1d47,POL-3DB23CD74F69,VEHICULOS,2026-05-06T09:47:46.54532+00:00,2027-05-06T09:47:46.54532+00:00,19409.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-0fc92774,ase-3e14641d,POL-8EB5880D1DB6,VEHICULOS,2026-02-27T09:47:46.54532+00:00,2027-02-27T09:47:46.54532+00:00,15843.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-60274d35,ase-39a82d2d,POL-5A1CDC9A31C3,VEHICULOS,2026-05-14T09:47:46.54532+00:00,2027-05-14T09:47:46.54532+00:00,39264.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-da8b9ded,ase-34e57fd1,POL-EC51EF755738,VEHICULOS,2026-03-27T09:47:46.54532+00:00,2027-03-27T09:47:46.54532+00:00,40715.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-1f4a118c,ase-81f2ae60,POL-0B0CD512B217,VEHICULOS,2026-03-10T09:47:46.54532+00:00,2027-03-10T09:47:46.54532+00:00,36887.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-9dfbbaf7,ase-5e1030f2,POL-A5733AE04C98,VEHICULOS,2026-03-10T09:47:46.54532+00:00,2027-03-10T09:47:46.54532+00:00,13888.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-abc2c90f,ase-f93d6cee,POL-DD5916B8AC55,VEHICULOS,2026-05-11T09:47:46.54532+00:00,2027-05-11T09:47:46.54532+00:00,43659.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-016022e9,ase-daea003d,POL-776D3B0BEE6B,VEHICULOS,2026-05-13T09:47:46.54532+00:00,2027-05-13T09:47:46.54532+00:00,38953.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-0fa2d96f,ase-7c7d22d9,POL-8D345CC5EC10,VEHICULOS,2026-05-22T09:47:46.54532+00:00,2027-05-22T09:47:46.54532+00:00,16150.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-394dcf3a,ase-4dbee82d,POL-5FF6ECD28952,VEHICULOS,2026-03-05T09:47:46.54532+00:00,2027-03-05T09:47:46.54532+00:00,32593.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-1f7562ec,ase-ed6db3d4,POL-6BDACC39FC7F,VEHICULOS,2026-03-02T09:47:46.54532+00:00,2027-03-02T09:47:46.54532+00:00,26679.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-9f50f69a,ase-3359215c,POL-3F650F52F833,VEHICULOS,2026-04-14T09:47:46.54532+00:00,2027-04-14T09:47:46.54532+00:00,18241.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-08c6a60d,ase-c662ad65,POL-12D677A2E0F9,VEHICULOS,2026-03-04T09:47:46.54532+00:00,2027-03-04T09:47:46.54532+00:00,28290.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-90cc774a,ase-468294ef,POL-75970AAA20B7,VEHICULOS,2026-04-13T09:47:46.54532+00:00,2027-04-13T09:47:46.54532+00:00,37223.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-bfdda895,ase-89bec944,POL-2EDA707D04E9,VEHICULOS,2026-03-17T09:47:46.54532+00:00,2027-03-17T09:47:46.54532+00:00,15576.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-ea27a5ec,ase-02b08c42,POL-49D89833DF5A,VEHICULOS,2026-03-06T09:47:46.54532+00:00,2027-03-06T09:47:46.54532+00:00,22284.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-2a7bf24a,ase-60244316,POL-A5E09ADC2CAD,VEHICULOS,2026-03-28T09:47:46.54532+00:00,2027-03-28T09:47:46.54532+00:00,44495.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-7481e9a5,ase-8eebf6c5,POL-3411663904FD,VEHICULOS,2026-05-18T09:47:46.54532+00:00,2027-05-18T09:47:46.54532+00:00,44220.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-70249af2,ase-84f06bbf,POL-C8F982F74914,VEHICULOS,2026-04-27T09:47:46.54532+00:00,2027-04-27T09:47:46.54532+00:00,33685.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-65803b36,ase-a31977bf,POL-ADD63A34AD6D,VEHICULOS,2026-05-21T09:47:46.54532+00:00,2027-05-21T09:47:46.54532+00:00,26595.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-01127432,ase-2b3f003e,POL-A4B58C5F5189,VEHICULOS,2026-03-06T09:47:46.54532+00:00,2027-03-06T09:47:46.54532+00:00,36814.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-356a0d4e,ase-928b88a2,POL-3F46033A3390,VEHICULOS,2026-04-27T09:47:46.54532+00:00,2027-04-27T09:47:46.54532+00:00,17166.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-5b1aaafa,ase-7a9c058c,POL-D74FDFF4F773,VEHICULOS,2026-04-01T09:47:46.54532+00:00,2027-04-01T09:47:46.54532+00:00,41366.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-d8869a8d,ase-e4b53b40,POL-154880CDF5C1,VEHICULOS,2026-03-25T09:47:46.54532+00:00,2027-03-25T09:47:46.54532+00:00,41299.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-dd35df87,ase-862c7eea,POL-E58E5251BF06,VEHICULOS,2026-05-12T09:47:46.54532+00:00,2027-05-12T09:47:46.54532+00:00,44595.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-59d7b714,ase-41465d43,POL-0F517E771C13,VEHICULOS,2026-03-05T09:47:46.54532+00:00,2027-03-05T09:47:46.54532+00:00,13164.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-b4a1acce,ase-d1b537ea,POL-960C60E7F80A,VEHICULOS,2026-04-06T09:47:46.54532+00:00,2027-04-06T09:47:46.54532+00:00,39023.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-8c67af5c,ase-8086c53c,POL-03EB7F954B04,VEHICULOS,2026-03-17T09:47:46.54532+00:00,2027-03-17T09:47:46.54532+00:00,12011.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-888e7459,ase-c1580f00,POL-1F62E444E57E,VEHICULOS,2026-03-11T09:47:46.54532+00:00,2027-03-11T09:47:46.54532+00:00,31962.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-d798f4b4,ase-7bbb0e50,POL-EDAE4F07F2E4,VEHICULOS,2026-03-17T09:47:46.54532+00:00,2027-03-17T09:47:46.54532+00:00,25556.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-ba6f5879,ase-b0dc496a,POL-0E6120D5065B,VEHICULOS,2026-03-03T09:47:46.54532+00:00,2027-03-03T09:47:46.54532+00:00,41898.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-6c486e3d,ase-5dbf0b1f,POL-CBB7AD93DE77,VEHICULOS,2026-04-11T09:47:46.54532+00:00,2027-04-11T09:47:46.54532+00:00,15556.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-64a2f539,ase-a8f2fad8,POL-FC54FF097B23,VEHICULOS,2026-03-30T09:47:46.54532+00:00,2027-03-30T09:47:46.54532+00:00,33756.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-8b80bb49,ase-09055f99,POL-297B4AEFCB26,VEHICULOS,2026-03-09T09:47:46.54532+00:00,2027-03-09T09:47:46.54532+00:00,43007.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-bce3dc6c,ase-547743dd,POL-D396A889993A,VEHICULOS,2026-03-04T09:47:46.54532+00:00,2027-03-04T09:47:46.54532+00:00,35808.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-13a9c674,ase-7fcb6a09,POL-F66B53A3630D,VEHICULOS,2026-03-31T09:47:46.54532+00:00,2027-03-31T09:47:46.54532+00:00,19472.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-4c1ede7e,ase-626629d5,POL-3627922C2984,VEHICULOS,2026-03-04T09:47:46.54532+00:00,2027-03-04T09:47:46.54532+00:00,26532.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-e914f8e7,ase-f86260df,POL-4E737EC185D6,VEHICULOS,2026-04-14T09:47:46.54532+00:00,2027-04-14T09:47:46.54532+00:00,35274.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-a60def51,ase-630d334a,POL-FE256C5298B0,VEHICULOS,2026-04-20T09:47:46.54532+00:00,2027-04-20T09:47:46.54532+00:00,36503.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-573c7c32,ase-a77243bd,POL-7E76D325A532,VEHICULOS,2026-05-14T09:47:46.54532+00:00,2027-05-14T09:47:46.54532+00:00,15000.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-fdf2ffc7,ase-2d76c95e,POL-265834D96DD6,VEHICULOS,2026-03-25T09:47:46.54532+00:00,2027-03-25T09:47:46.54532+00:00,21204.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-2d1305a0,ase-14aa2d72,POL-FB76EAFDD430,VEHICULOS,2026-04-05T09:47:46.54532+00:00,2027-04-05T09:47:46.54532+00:00,19009.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-14273473,ase-c941899b,POL-407D4A74FB8C,VEHICULOS,2026-03-10T09:47:46.54532+00:00,2027-03-10T09:47:46.54532+00:00,24839.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-92b59611,ase-265f76c4,POL-E26C33F628F8,VEHICULOS,2026-05-12T09:47:46.54532+00:00,2027-05-12T09:47:46.54532+00:00,37748.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-f2ef8841,ase-8bd5f03a,POL-2220C54E7A77,VEHICULOS,2026-03-30T09:47:46.54532+00:00,2027-03-30T09:47:46.54532+00:00,24489.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-ca3aea18,ase-c36036e1,POL-F3881A719264,VEHICULOS,2026-04-14T09:47:46.54532+00:00,2027-04-14T09:47:46.54532+00:00,19062.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-8da7d857,ase-e20de2c4,POL-75A9CA0D8009,VEHICULOS,2026-05-22T09:47:46.54532+00:00,2027-05-22T09:47:46.54532+00:00,20075.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-c1ae877c,ase-59cebc62,POL-D5C22B29705F,VEHICULOS,2026-03-30T09:47:46.54532+00:00,2027-03-30T09:47:46.54532+00:00,20823.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-66ac9efc,ase-d79b4f75,POL-2B38528578A7,VEHICULOS,2026-05-27T09:47:46.54532+00:00,2027-05-27T09:47:46.54532+00:00,15183.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-601bb76c,ase-7267aa0d,POL-60FC24F10FCE,VEHICULOS,2026-04-02T09:47:46.54532+00:00,2027-04-02T09:47:46.54532+00:00,43649.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-9a05db13,ase-a1202b36,POL-335DA864F4A3,VEHICULOS,2026-05-05T09:47:46.54532+00:00,2027-05-05T09:47:46.54532+00:00,23380.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-a0da6b59,ase-f0c5f53b,POL-7EAF69D277FD,VEHICULOS,2026-05-11T09:47:46.54532+00:00,2027-05-11T09:47:46.54532+00:00,18786.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-5c346ea2,ase-aa821fac,POL-F0A77B408C47,VEHICULOS,2026-03-04T09:47:46.54532+00:00,2027-03-04T09:47:46.54532+00:00,33092.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-3fc4c2ef,ase-26787e43,POL-B554C0E51412,VEHICULOS,2026-04-08T09:47:46.54532+00:00,2027-04-08T09:47:46.54532+00:00,39437.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-4c161089,ase-35c884f2,POL-0849C529225B,VEHICULOS,2026-02-28T09:47:46.54532+00:00,2027-02-28T09:47:46.54532+00:00,28268.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-377fc467,ase-2b3e2425,POL-07890ABCC966,VEHICULOS,2026-04-07T09:47:46.54532+00:00,2027-04-07T09:47:46.54532+00:00,34469.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-f03737bc,ase-cca6b0f7,POL-094F76837356,VEHICULOS,2026-03-31T09:47:46.54532+00:00,2027-03-31T09:47:46.54532+00:00,20740.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-0cb60017,ase-b77f8bdd,POL-2FA64FA0A809,VEHICULOS,2026-04-05T09:47:46.54532+00:00,2027-04-05T09:47:46.54532+00:00,31589.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-6c1c6aff,ase-d1da1e15,POL-AC16B1F67507,VEHICULOS,2026-03-18T09:47:46.54532+00:00,2027-03-18T09:47:46.54532+00:00,32572.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-a361d757,ase-e086783b,POL-7C3B8823DBD2,VEHICULOS,2026-03-18T09:47:46.54532+00:00,2027-03-18T09:47:46.54532+00:00,26243.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-2c4b2b91,ase-141429c4,POL-646DFBB9B025,VEHICULOS,2026-05-01T09:47:46.54532+00:00,2027-05-01T09:47:46.54532+00:00,31043.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-4405ceb3,ase-d696fa22,POL-BC1DC06252C8,VEHICULOS,2026-04-13T09:47:46.54532+00:00,2027-04-13T09:47:46.54532+00:00,20694.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-46ceb609,ase-b32bf797,POL-1402738659A3,VEHICULOS,2026-03-05T09:47:46.54532+00:00,2027-03-05T09:47:46.54532+00:00,23653.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-acddb472,ase-fae2465a,POL-657D71166A26,VEHICULOS,2026-03-19T09:47:46.54532+00:00,2027-03-19T09:47:46.54532+00:00,33127.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-92354254,ase-fc10cd42,POL-2726DC936C75,VEHICULOS,2026-05-13T09:47:46.54532+00:00,2027-05-13T09:47:46.54532+00:00,35084.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-89cc72f4,ase-b4087927,POL-91187E8ADED5,VEHICULOS,2026-03-27T09:47:46.54532+00:00,2027-03-27T09:47:46.54532+00:00,39359.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-b5213fa3,ase-f694e4e0,POL-93835F357200,VEHICULOS,2026-03-20T09:47:46.54532+00:00,2027-03-20T09:47:46.54532+00:00,30738.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-50ea2a6e,ase-bdf28497,POL-CA5461E5D497,VEHICULOS,2026-05-26T09:47:46.54532+00:00,2027-05-26T09:47:46.54532+00:00,18977.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-ece4112b,ase-7b58cf05,POL-47F4B71E6055,VEHICULOS,2026-04-09T09:47:46.54532+00:00,2027-04-09T09:47:46.54532+00:00,21524.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-0b985a6b,ase-3128a492,POL-999D18022391,VEHICULOS,2026-03-03T09:47:46.54532+00:00,2027-03-03T09:47:46.54532+00:00,15709.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-35e77158,ase-4eabdb59,POL-091689D79A01,VEHICULOS,2026-04-23T09:47:46.54532+00:00,2027-04-23T09:47:46.54532+00:00,22547.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-218ae34f,ase-e9faae6a,POL-8DD8C799EDFB,VEHICULOS,2026-03-01T09:47:46.54532+00:00,2027-03-01T09:47:46.54532+00:00,28420.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-f4365539,ase-00c5005f,POL-B42BEC6649CC,VEHICULOS,2026-05-20T09:47:46.54532+00:00,2027-05-20T09:47:46.54532+00:00,31342.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-e742b07c,ase-01ad83d3,POL-70F5B2769399,VEHICULOS,2026-03-19T09:47:46.54532+00:00,2027-03-19T09:47:46.54532+00:00,14117.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-28a955ad,ase-ea5f9936,POL-27E8EC1070FF,VEHICULOS,2026-03-31T09:47:46.54532+00:00,2027-03-31T09:47:46.54532+00:00,18716.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-f157923e,ase-4948db8b,POL-DCD8B5050331,VEHICULOS,2026-03-02T09:47:46.54532+00:00,2027-03-02T09:47:46.54532+00:00,26700.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-a1e6545b,ase-ff374b52,POL-658F28395690,VEHICULOS,2026-03-06T09:47:46.54532+00:00,2027-03-06T09:47:46.54532+00:00,37486.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-e9277631,ase-d0ec2c7c,POL-C230152E9736,VEHICULOS,2026-03-23T09:47:46.54532+00:00,2027-03-23T09:47:46.54532+00:00,30850.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-fcf06371,ase-3dfadba8,POL-D60219CCAFED,VEHICULOS,2026-03-03T09:47:46.54532+00:00,2027-03-03T09:47:46.54532+00:00,15078.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-4146d36a,ase-9c093eef,POL-F2EC74263FCC,VEHICULOS,2026-04-08T09:47:46.54532+00:00,2027-04-08T09:47:46.54532+00:00,39300.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-36cfc5ca,ase-1b90ca5a,POL-36254B7C1A5F,VEHICULOS,2026-04-17T09:47:46.54532+00:00,2027-04-17T09:47:46.54532+00:00,15525.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-65f639f9,ase-3cfdb2c4,POL-02DCBB344AC1,VEHICULOS,2026-04-25T09:47:46.54532+00:00,2027-04-25T09:47:46.54532+00:00,25309.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-17012ebd,ase-95c9d2ae,POL-D7B343EDA8D3,VEHICULOS,2026-04-01T09:47:46.54532+00:00,2027-04-01T09:47:46.54532+00:00,26781.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-796e4e75,ase-b355581b,POL-38A99C3E3BAE,VEHICULOS,2026-03-06T09:47:46.54532+00:00,2027-03-06T09:47:46.54532+00:00,36100.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-8fdfd086,ase-42abc758,POL-94EE5EA2E727,VEHICULOS,2026-03-19T09:47:46.54532+00:00,2027-03-19T09:47:46.54532+00:00,24875.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-ac3d63ab,ase-21385f02,POL-0DA719EA13BD,VEHICULOS,2026-05-03T09:47:46.54532+00:00,2027-05-03T09:47:46.54532+00:00,31279.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-15b95731,ase-61b1ae10,POL-22A0C86F361D,VEHICULOS,2026-05-05T09:47:46.54532+00:00,2027-05-05T09:47:46.54532+00:00,16880.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-bf3c2a51,ase-08ab6ad0,POL-6F749DE5083E,VEHICULOS,2026-05-05T09:47:46.54532+00:00,2027-05-05T09:47:46.54532+00:00,19821.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-cbfc37e6,ase-2fc5a9cf,POL-FF4AD5F19CF1,VEHICULOS,2026-05-22T09:47:46.54532+00:00,2027-05-22T09:47:46.54532+00:00,40082.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-07e44b9a,ase-5255711d,POL-09998C6F4BAE,VEHICULOS,2026-03-17T09:47:46.54532+00:00,2027-03-17T09:47:46.54532+00:00,29317.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-5e58f6c5,ase-3ed546e9,POL-42ADB1C96C38,VEHICULOS,2026-05-07T09:47:46.54532+00:00,2027-05-07T09:47:46.54532+00:00,28712.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-d6cd5be6,ase-319b291f,POL-3746EAB8BB73,VEHICULOS,2026-04-15T09:47:46.54532+00:00,2027-04-15T09:47:46.54532+00:00,42561.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-87cf3552,ase-240270da,POL-A9C0510808C2,VEHICULOS,2026-05-08T09:47:46.54532+00:00,2027-05-08T09:47:46.54532+00:00,14617.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-efdeb47f,ase-f2fb57fd,POL-68BE706B5223,VEHICULOS,2026-04-16T09:47:46.54532+00:00,2027-04-16T09:47:46.54532+00:00,15332.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-347e662b,ase-0fccf980,POL-CE96532BBBCA,VEHICULOS,2026-03-10T09:47:46.54532+00:00,2027-03-10T09:47:46.54532+00:00,31736.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-d8686a4a,ase-3666cc97,POL-B8747762B8F0,VEHICULOS,2026-03-15T09:47:46.54532+00:00,2027-03-15T09:47:46.54532+00:00,35467.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-781ccd0a,ase-6e302da6,POL-ED0201BB8E8E,VEHICULOS,2026-04-17T09:47:46.54532+00:00,2027-04-17T09:47:46.54532+00:00,26415.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-0ce278c5,ase-8db31441,POL-390C405C3AAE,VEHICULOS,2026-03-22T09:47:46.54532+00:00,2027-03-22T09:47:46.54532+00:00,16468.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-840098a6,ase-b6ad599b,POL-34505430F69C,VEHICULOS,2026-05-07T09:47:46.54532+00:00,2027-05-07T09:47:46.54532+00:00,39258.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
