id_siniestro,codigo_siniestro,score_reglas,ml_proba,ml_threshold,ml_alerta,anom_score_0_1,score_final,semaforo,explicacion,cobertura,sucursal,id_proveedor,etiqueta_fraude_simulada
sin-59960abb,SIN-2026-0268,8,0.06176740662567668,0.75,0,0.11077851855859955,10,VERDE,RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.06 | Anomalía=0.11,CHOQUE,MANTA,prov-013f1a2d,0
sin-0a1c2cc2,SIN-2026-0269,12,0.19861412149651406,0.75,0,0.14275450374323131,17,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.20 | Anomalía=0.14,CHOQUE,MANTA,prov-101c01bc,0
sin-db7bcfac,SIN-2026-0270,11,0.06480683895251742,0.75,0,0.21252268128934113,14,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.06 | Anomalía=0.21,DAÑOS,GUAYAQUIL,prov-249f3d32,0
sin-bf0dc17b,SIN-2026-0271,8,0.10057360904949153,0.75,0,0.15071699224171453,12,VERDE,RF-07: Narrativa similar (max_sim=1.00) (+8) | ML prob=0.10 | Anomalía=0.15,DAÑOS,MANTA,prov-9ff54158,0
sin-88dc71a1,SIN-2026-0272,8,0.06435152282240325,0.75,0,0.10102885253871828,10,VERDE,RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.06 | Anomalía=0.10,DAÑOS,GUAYAQUIL,prov-4fff042a,0
sin-2bf3bc63,SIN-2026-0273,16,0.11133154501960625,0.75,0,0.27905142293690094,21,VERDE,Borde de vigencia 11–30d (+4) | Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.11 | Anomalía=0.28,ROBO,QUITO,prov-1f044dba,0
sin-dfac4b6a,SIN-2026-0274,16,0.608424001477852,0.75,0,0.6530188952612878,35,VERDE,RF-06: Robo con reporte tardío >4d (+8) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.61 | Anomalía=0.65,ROBO,GUAYAQUIL,prov-ea7fe3bc,0
sin-162b09c8,SIN-2026-0275,15,0.0815537814162581,0.75,0,0.10603537270495614,18,VERDE,Reporte tardío 4–7d (+3) | Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.08 | Anomalía=0.11,ROBO,GUAYAQUIL,prov-5ddd5177,0
sin-f2de4677,SIN-2026-0276,11,0.2735741600959302,0.75,0,0.20721804829902926,19,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.88) (+8) | ML prob=0.27 | Anomalía=0.21,ROBO,QUITO,prov-d14b04f5,0
sin-362bab8f,SIN-2026-0277,12,0.3845061175950108,0.75,0,0.14578716829748029,21,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.38 | Anomalía=0.15,CHOQUE,MANTA,prov-4a51b585,0
sin-8a72cfc0,SIN-2026-0278,18,0.06918948025822459,0.75,0,0.0998045861818163,20,VERDE,RF-03: Proveedor en lista restrictiva (+10) | RF-07: Narrativa similar (max_sim=0.98) (+8) | ML prob=0.07 | Anomalía=0.10,DAÑOS,CUENCA,prov-0776898a,0
sin-713b5a4e,SIN-2026-0279,8,0.07717413324348893,0.75,0,0.14071056745575752,11,VERDE,RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.08 | Anomalía=0.14,DAÑOS,CUENCA,prov-b6b79676,0
sin-dd870772,SIN-2026-0280,15,0.643861762879443,0.75,0,0.10538854338494107,29,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.64 | Anomalía=0.11,DAÑOS,CUENCA,prov-e90c55e9,0
sin-72809877,SIN-2026-0281,15,0.4374414878206728,0.75,0,0.2515487813412048,26,VERDE,Reporte tardío 4–7d (+3) | Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.44 | Anomalía=0.25,CHOQUE,CUENCA,prov-57a6ab33,0
sin-c6b249f5,SIN-2026-0282,8,0.08523789130961372,0.75,0,0.16675016745532598,11,VERDE,RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.09 | Anomalía=0.17,CHOQUE,QUITO,prov-67084ff8,1
sin-016e6754,SIN-2026-0283,8,0.1178829454813606,0.75,0,0.057583322853153616,11,VERDE,RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.12 | Anomalía=0.06,CHOQUE,MANTA,prov-d3fcaebd,0
sin-db549ca8,SIN-2026-0284,19,0.8096651490626189,0.75,1,0.6117859918832295,41,AMARILLO,Reporte tardío 4–7d (+3) | Docs incompletos (+4) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.81 (alerta) | Anomalía=0.61,ROBO,CUENCA,prov-c70782ce,0
sin-abb24eef,SIN-2026-0285,22,0.37444018922882344,0.75,0,0.23417767328412395,32,VERDE,RF-03: Proveedor en lista restrictiva (+10) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.37 | Anomalía=0.23,DAÑOS,GUAYAQUIL,prov-0776898a,0
sin-d16d516f,SIN-2026-0286,8,0.20928649328187984,0.75,0,0.0447990080467812,13,VERDE,RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.21 | Anomalía=0.04,DAÑOS,MANTA,prov-013f1a2d,0
sin-aeb70f65,SIN-2026-0287,11,0.12334438297513585,0.75,0,0.5767585377890354,19,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.12 | Anomalía=0.58,ROBO,CUENCA,prov-5ddd5177,0
sin-1706e310,SIN-2026-0288,8,0.13278418830130861,0.75,0,0.10237355093207647,12,VERDE,RF-07: Narrativa similar (max_sim=0.98) (+8) | ML prob=0.13 | Anomalía=0.10,CHOQUE,CUENCA,prov-0ac26afb,0
sin-0df38727,SIN-2026-0289,24,0.49209086452112744,0.75,0,0.20630661422903368,36,VERDE,Borde de vigencia 11–30d (+4) | RF-06: Robo con reporte tardío >4d (+8) | Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.49 | Anomalía=0.21,ROBO,QUITO,prov-dcd901e4,1
sin-90a2a8f0,SIN-2026-0290,12,0.2363309664623052,0.75,0,0.08750516605165393,18,VERDE,Borde de vigencia 11–30d (+4) | RF-07: Narrativa similar (max_sim=0.99) (+8) | ML prob=0.24 | Anomalía=0.09,DAÑOS,QUITO,prov-cd675ee2,0
sin-d05d2369,SIN-2026-0291,15,0.5280797536066928,0.75,0,0.22209793388625837,28,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.53 | Anomalía=0.22,DAÑOS,QUITO,prov-101c01bc,0
sin-dc1575d1,SIN-2026-0292,19,0.9106751465855142,0.75,1,0.38738340293463946,41,AMARILLO,Reporte tardío 4–7d (+3) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.91 (alerta) | Anomalía=0.39,DAÑOS,QUITO,prov-7d13740f,1
sin-0db96e73,SIN-2026-0293,16,0.5276650813190136,0.75,0,0.15939330225953066,28,VERDE,Docs incompletos (+4) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.53 | Anomalía=0.16,CHOQUE,CUENCA,prov-d0f96c49,1
sin-8ee4cb3c,SIN-2026-0294,15,0.4263516622844693,0.75,0,0.1733539520041121,25,VERDE,Borde de vigencia 11–30d (+4) | Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.43 | Anomalía=0.17,DAÑOS,QUITO,prov-b0d3cc8d,0
sin-eb9664e4,SIN-2026-0295,19,0.4618079557398725,0.75,0,0.23085487455779946,31,VERDE,Reporte tardío 4–7d (+3) | Docs incompletos (+4) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.46 | Anomalía=0.23,CHOQUE,GUAYAQUIL,prov-dcd901e4,1
sin-053d7378,SIN-2026-0296,11,0.18536186011939013,0.75,0,0.20241727521855138,17,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.19 | Anomalía=0.20,DAÑOS,GUAYAQUIL,prov-67084ff8,0
sin-55210a20,SIN-2026-0297,8,0.15123399550419206,0.75,0,0.1150861633169138,12,VERDE,RF-07: Narrativa similar (max_sim=0.98) (+8) | ML prob=0.15 | Anomalía=0.12,ROBO,GUAYAQUIL,prov-7d13740f,0
sin-5d0a8263,SIN-2026-0298,26,0.17936482373128984,0.75,0,0.14943033239833775,31,VERDE,RF-06: Robo con reporte tardío >4d (+8) | RF-03: Proveedor en lista restrictiva (+10) | RF-07: Narrativa similar (max_sim=1.00) (+8) | ML prob=0.18 | Anomalía=0.15,ROBO,GUAYAQUIL,prov-0776898a,0
sin-120487aa,SIN-2026-0299,11,0.1077409724948297,0.75,0,0.30812356791116424,16,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.11 | Anomalía=0.31,CHOQUE,MANTA,prov-daaaf317,0
sin-764e179f,SIN-2026-0300,8,0.03451624376611292,0.75,0,0.20793573704815302,11,VERDE,RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.03 | Anomalía=0.21,DAÑOS,GUAYAQUIL,prov-f079cfd7,0
sin-6cd9191b,SIN-2026-0301,20,0.8641260118796071,0.75,1,0.6608928328494188,44,AMARILLO,Docs incompletos (+4) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.86 (alerta) | Anomalía=0.66,ROBO,GUAYAQUIL,prov-7d13740f,1
sin-f0335184,SIN-2026-0302,21,0.029406374549054523,0.75,0,0.6745513952701964,28,VERDE,Reporte tardío 4–7d (+3) | RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.03 | Anomalía=0.67,DAÑOS,QUITO,prov-d50cab08,0
sin-866b08d0,SIN-2026-0303,11,0.07108683209800462,0.75,0,0.15777853453398233,14,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.07 | Anomalía=0.16,CHOQUE,GUAYAQUIL,prov-7d784f3a,0
sin-ce9a704c,SIN-2026-0304,8,0.1838517109616874,0.75,0,0.20344644593992903,14,VERDE,RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.18 | Anomalía=0.20,ROBO,CUENCA,prov-7d13740f,0
sin-adef90a3,SIN-2026-0305,12,0.38760631802882106,0.75,0,0.08594796803583962,21,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.90) (+8) | ML prob=0.39 | Anomalía=0.09,ROBO,QUITO,prov-0b906778,0
sin-cb638b6f,SIN-2026-0306,32,0.283189637467131,0.75,0,0.5168500474953072,43,AMARILLO,RF-03: Proveedor en lista restrictiva (+10) | RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=1.00) (+8) | ML prob=0.28 | Anomalía=0.52,DAÑOS,QUITO,prov-0776898a,0
sin-59fe34f4,SIN-2026-0307,18,0.07147666599793279,0.75,0,0.6802121667527111,26,VERDE,RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.07 | Anomalía=0.68,ROBO,QUITO,prov-5184cb01,0
sin-b11ccb50,SIN-2026-0308,12,0.4881679851018787,0.75,0,0.17344884253478451,23,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.49 | Anomalía=0.17,ROBO,MANTA,prov-e093cb82,0
sin-88232b8d,SIN-2026-0309,22,0.23952498482062165,0.75,0,0.5193183528605492,32,VERDE,RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.24 | Anomalía=0.52,CHOQUE,QUITO,prov-1827e2a3,0
sin-e1d45d06,SIN-2026-0310,12,0.13428067821801676,0.75,0,0.08137147627360657,15,VERDE,Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.13 | Anomalía=0.08,ROBO,CUENCA,prov-9ff54158,0
sin-96a5b13e,SIN-2026-0311,8,0.06443541682479101,0.75,0,0.15041642993437648,11,VERDE,RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.06 | Anomalía=0.15,ROBO,CUENCA,prov-67084ff8,0
sin-1dceda34,SIN-2026-0312,16,0.5700266826575539,0.75,0,0.06226712805801856,28,VERDE,Docs incompletos (+4) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.57 | Anomalía=0.06,DAÑOS,GUAYAQUIL,prov-7d13740f,0
sin-4a9e8762,SIN-2026-0313,12,0.25068278390770643,0.75,0,0.0653284273765814,18,VERDE,Borde de vigencia 11–30d (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.25 | Anomalía=0.07,DAÑOS,QUITO,prov-b6b79676,0
sin-d7e502e4,SIN-2026-0314,28,0.987976834271208,0.75,1,0.7406482422551799,55,AMARILLO,Borde de vigencia 11–30d (+4) | RF-06: Robo con reporte tardío >4d (+8) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.89) (+8) | ML prob=0.99 (alerta) | Anomalía=0.74,ROBO,MANTA,prov-24e38d8f,1
sin-ce1f73dd,SIN-2026-0315,8,0.04164726244072347,0.75,0,0.08214433636863035,10,VERDE,RF-07: Narrativa similar (max_sim=0.90) (+8) | ML prob=0.04 | Anomalía=0.08,CHOQUE,GUAYAQUIL,prov-d0f96c49,0
sin-513e9950,SIN-2026-0316,24,0.5870409551065597,0.75,0,0.16744095198151485,37,VERDE,Borde de vigencia 11–30d (+4) | RF-06: Robo con reporte tardío >4d (+8) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.59 | Anomalía=0.17,ROBO,QUITO,prov-b0d3cc8d,1
sin-e8ed29f0,SIN-2026-0317,11,0.07850496070871735,0.75,0,0.2177564020566042,15,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.90) (+8) | ML prob=0.08 | Anomalía=0.22,ROBO,GUAYAQUIL,prov-dcd901e4,0
sin-acc207d4,SIN-2026-0318,8,0.04782104736404147,0.75,0,0.124070376438115,10,VERDE,RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.05 | Anomalía=0.12,DAÑOS,GUAYAQUIL,prov-5184cb01,0
sin-0bb40961,SIN-2026-0319,8,0.14122165293280045,0.75,0,0.10270133421649036,12,VERDE,RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.14 | Anomalía=0.10,ROBO,QUITO,prov-013f1a2d,0
sin-2d737f58,SIN-2026-0320,19,0.8582796236549718,0.75,1,0.4234713884409021,40,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.99) (+8) | ML prob=0.86 (alerta) | Anomalía=0.42,ROBO,MANTA,prov-e093cb82,1
sin-21c00ff0,SIN-2026-0321,18,0.07601857620707497,0.75,0,0.6528772643281716,26,VERDE,RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.08 | Anomalía=0.65,ROBO,QUITO,prov-b6b79676,0
sin-410bc697,SIN-2026-0322,8,0.04846015591264501,0.75,0,0.10578351421552748,10,VERDE,RF-07: Narrativa similar (max_sim=1.00) (+8) | ML prob=0.05 | Anomalía=0.11,DAÑOS,QUITO,prov-5526123f,0
sin-fd75f5e4,SIN-2026-0323,12,0.34186796190918517,0.75,0,0.29151482833075293,22,VERDE,Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.34 | Anomalía=0.29,ROBO,QUITO,prov-9ff54158,0
sin-3df255c1,SIN-2026-0324,19,0.6847247009362053,0.75,0,0.13002326468770842,34,VERDE,Borde de vigencia 11–30d (+4) | Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.68 | Anomalía=0.13,DAÑOS,CUENCA,prov-cbe4b286,0
sin-03d108f7,SIN-2026-0325,8,0.17284685914160128,0.75,0,0.09691856515863304,12,VERDE,RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.17 | Anomalía=0.10,CHOQUE,CUENCA,prov-d14b04f5,0
sin-f636c6a4,SIN-2026-0326,20,0.9678827470436405,0.75,1,0.5481039227358601,45,AMARILLO,Docs incompletos (+4) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.97 (alerta) | Anomalía=0.55,ROBO,CUENCA,prov-7d13740f,1
sin-9a4ed789,SIN-2026-0327,16,0.06680762475196395,0.75,0,0.16429226527512045,19,VERDE,RF-06: Robo con reporte tardío >4d (+8) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.07 | Anomalía=0.16,ROBO,CUENCA,prov-b0d3cc8d,0
sin-e17e8e5d,SIN-2026-0328,8,0.028770785213965696,0.75,0,0.13261648403525786,10,VERDE,RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.03 | Anomalía=0.13,CHOQUE,GUAYAQUIL,prov-24e38d8f,0
sin-abd98934,SIN-2026-0329,19,0.8284800289674937,0.75,1,0.20321782744006578,38,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.98) (+8) | ML prob=0.83 (alerta) | Anomalía=0.20,DAÑOS,GUAYAQUIL,prov-7d13740f,1
sin-438fc3f4,SIN-2026-0330,20,0.35805086523526164,0.75,0,0.20542362049720214,29,VERDE,RF-06: Robo con reporte tardío >4d (+8) | Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.36 | Anomalía=0.21,ROBO,MANTA,prov-57a6ab33,0
sin-d3908c2a,SIN-2026-0331,19,0.8191960342825233,0.75,1,0.37784262024751586,39,VERDE,Reporte tardío 4–7d (+3) | Docs incompletos (+4) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.82 (alerta) | Anomalía=0.38,CHOQUE,QUITO,prov-b28e0eb3,1
sin-90582098,SIN-2026-0332,11,0.10583250243397604,0.75,0,0.3594260621139643,17,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.11 | Anomalía=0.36,DAÑOS,CUENCA,prov-daaaf317,0
sin-f7995dc1,SIN-2026-0333,25,0.055270065333514265,0.75,0,0.2284084869807665,28,VERDE,Reporte tardío 4–7d (+3) | RF-03: Proveedor en lista restrictiva (+10) | Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.06 | Anomalía=0.23,CHOQUE,GUAYAQUIL,prov-0776898a,0
sin-81697065,SIN-2026-0334,18,0.10591632666336925,0.75,0,0.05496957575152788,21,VERDE,RF-03: Proveedor en lista restrictiva (+10) | RF-07: Narrativa similar (max_sim=1.00) (+8) | ML prob=0.11 | Anomalía=0.05,DAÑOS,MANTA,prov-0776898a,0
sin-fb469a44,SIN-2026-0335,19,0.41705076741894087,0.75,0,0.36541526333132723,31,VERDE,Borde de vigencia 11–30d (+4) | Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.42 | Anomalía=0.37,CHOQUE,MANTA,prov-cd675ee2,0
sin-794a5b95,SIN-2026-0336,18,0.03571406037364918,0.75,0,0.7365098751154554,26,VERDE,RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | RF-07: Narrativa similar (max_sim=1.00) (+8) | ML prob=0.04 | Anomalía=0.74,ROBO,MANTA,prov-e90c55e9,0
sin-9e29ec57,SIN-2026-0337,22,0.3309514279837104,0.75,0,0.7614345155798448,36,VERDE,RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.90) (+8) | ML prob=0.33 | Anomalía=0.76,ROBO,QUITO,prov-e90c55e9,0
sin-3d2b0734,SIN-2026-0338,12,0.33428434747283836,0.75,0,0.1374891068411008,20,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.33 | Anomalía=0.14,DAÑOS,MANTA,prov-b28e0eb3,0
sin-6a29608b,SIN-2026-0339,21,0.06585742142888545,0.75,0,0.1370903561591081,24,VERDE,Reporte tardío 4–7d (+3) | RF-03: Proveedor en lista restrictiva (+10) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.07 | Anomalía=0.14,CHOQUE,QUITO,prov-0776898a,0
sin-6921327d,SIN-2026-0340,23,0.6860129100139146,0.75,0,0.11464933428148402,38,VERDE,Borde de vigencia <=10d (+8) | Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.99) (+8) | ML prob=0.69 | Anomalía=0.11,DAÑOS,GUAYAQUIL,prov-b0d3cc8d,1
sin-4ad00a2d,SIN-2026-0341,15,0.6101434190179563,0.75,0,0.2128278265349753,29,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.61 | Anomalía=0.21,CHOQUE,CUENCA,prov-b845ba48,0
sin-f2f83dd4,SIN-2026-0342,12,0.294434131742245,0.75,0,0.11743162693455522,19,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.29 | Anomalía=0.12,DAÑOS,GUAYAQUIL,prov-3b49193b,0
sin-25afe2da,SIN-2026-0343,8,0.033758754519054045,0.75,0,0.17225812746854374,10,VERDE,RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.03 | Anomalía=0.17,DAÑOS,MANTA,prov-7d784f3a,0
sin-d24e512a,SIN-2026-0344,8,0.0471368909850377,0.75,0,0.20123984503680992,11,VERDE,RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.05 | Anomalía=0.20,CHOQUE,CUENCA,prov-7d13740f,0
sin-4a400fd3,SIN-2026-0345,8,0.01892576920419788,0.75,0,0.09346943058541711,9,VERDE,RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.02 | Anomalía=0.09,CHOQUE,MANTA,prov-c1720687,0
sin-4054564a,SIN-2026-0346,29,0.8278640927940418,0.75,1,0.43560275562842427,50,AMARILLO,RF-05: Borde de vigencia <48h (+10) | Reporte tardío 4–7d (+3) | Docs incompletos (+4) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.83 (alerta),CHOQUE,GUAYAQUIL,prov-7d13740f,1
sin-ab57b7f2,SIN-2026-0347,15,0.5605381101055845,0.75,0,0.08146164633247377,27,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.56 | Anomalía=0.08,DAÑOS,QUITO,prov-026bdcdd,0
sin-e80b9ab6,SIN-2026-0348,12,0.3782299440476849,0.75,0,0.2702086797058174,22,VERDE,Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.38 | Anomalía=0.27,ROBO,MANTA,prov-67084ff8,0
sin-0c0c2e66,SIN-2026-0349,16,0.10300369189281199,0.75,0,0.20264862379582863,20,VERDE,RF-06: Robo con reporte tardío >4d (+8) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.10 | Anomalía=0.20,ROBO,CUENCA,prov-f079cfd7,0
sin-f09c5e7e,SIN-2026-0350,15,0.5251456216800297,0.75,0,0.06792019971258303,26,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.53 | Anomalía=0.07,CHOQUE,CUENCA,prov-0aa23277,0
sin-1686840a,SIN-2026-0351,15,0.2269693055875235,0.75,0,0.1782850930448014,21,VERDE,Reporte tardío 4–7d (+3) | Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.23 | Anomalía=0.18,ROBO,CUENCA,prov-e093cb82,0
sin-fb740f75,SIN-2026-0352,12,0.22503123313502293,0.75,0,0.06781112687358673,17,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.90) (+8) | ML prob=0.23 | Anomalía=0.07,ROBO,GUAYAQUIL,prov-48386eb3,0
sin-f20ad4c0,SIN-2026-0353,11,0.07570449007287261,0.75,0,0.35481188894924015,16,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.08 | Anomalía=0.35,ROBO,QUITO,prov-cd675ee2,0
sin-c49d18ef,SIN-2026-0354,12,0.35678000619038014,0.75,0,0.1309934741131157,20,VERDE,Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.36 | Anomalía=0.13,DAÑOS,CUENCA,prov-d8cc4eb4,0
sin-2b3e0f89,SIN-2026-0355,15,0.5198936620161043,0.75,0,0.2860086047148975,28,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.52 | Anomalía=0.29,CHOQUE,QUITO,prov-c70782ce,0
sin-a4efcdc1,SIN-2026-0356,12,0.22197587726849172,0.75,0,0.4330703354729228,21,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=1.00) (+8) | ML prob=0.22 | Anomalía=0.43,DAÑOS,GUAYAQUIL,prov-ea7fe3bc,0
sin-24d5cf50,SIN-2026-0357,12,0.6135220579164441,0.75,0,0.6445190506710669,31,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.61 | Anomalía=0.64,ROBO,MANTA,prov-b6b79676,0
sin-6cee19d6,SIN-2026-0358,12,0.3286663706355976,0.75,0,0.08151702885070825,19,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.33 | Anomalía=0.08,CHOQUE,GUAYAQUIL,prov-57a6ab33,0
sin-5595087c,SIN-2026-0359,8,0.0668603485207218,0.75,0,0.13670819339144744,11,VERDE,RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.07 | Anomalía=0.14,DAÑOS,QUITO,prov-1827e2a3,0
sin-92af0ea4,SIN-2026-0360,12,0.4419131023842525,0.75,0,0.19100821348178232,23,VERDE,Borde de vigencia 11–30d (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.44 | Anomalía=0.19,CHOQUE,QUITO,prov-b845ba48,0
sin-59f03cda,SIN-2026-0361,12,0.2883924328388977,0.75,0,0.24801468447058228,20,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.29 | Anomalía=0.25,DAÑOS,GUAYAQUIL,prov-cbe4b286,0
